Function,Argument,Utterance
matplotlib.pyplot.cohere,sides,"Specifies which sides of the spectrum to return . Default gives the default behavior , which returns one-sided for real data and both for complex data . ' onesided ' forces the return of a one-sided spectrum , while ' twosided ' forces two-sided .|||Specifies which sides of the spectrum to return ."
matplotlib.pyplot.cohere,size_inches,Set the figure size in inches ( 1in = = 2.54cm )
matplotlib.pyplot.cohere,sketch_params,Sets the sketch parameters .
matplotlib.pyplot.cohere,snap,Sets the snap setting which may be
matplotlib.pyplot.cohere,solid_capstyle,Set the cap style for solid linestyles
matplotlib.pyplot.cohere,solid_joinstyle,Set the join style for solid linestyles ACCEPTS
matplotlib.pyplot.cohere,title,Set a title for the axes .
matplotlib.pyplot.cohere,transform,set the Transformation instance used by this artist
matplotlib.pyplot.cohere,url,Sets the url for the artist
matplotlib.pyplot.cohere,vertices,"The ( n , 2 ) float array , masked array or sequence of pairs representing the vertices of the path ."
matplotlib.pyplot.cohere,visible,Set the artist 's visiblity .
matplotlib.pyplot.cohere,window,"A function or a vector of length NFFT .|||A function or a vector of length NFFT . To create window vectors see window_hanning ( ) , window_none ( ) , numpy.blackman ( ) , numpy.hamming ( ) , numpy.bartlett ( ) , scipy.signal ( ) , scipy.signal.get_window ( ) , etc. The default is window_hanning ( ) . If a function is passed as the argument , it must take a data segment as an argument and return the windowed version of the segment ."
matplotlib.pyplot.cohere,x,Plot the coherence between x and y .|||Plot the coherence between x and y . Coherence is the normalized cross spectral density :
matplotlib.pyplot.cohere,xdata,Set the data np.array for x
matplotlib.pyplot.cohere,xlabel,Set the label for the xaxis .
matplotlib.pyplot.cohere,xlim,Set the data limits for the xaxis
matplotlib.pyplot.cohere,xmargin,Set padding of X data limits prior to autoscaling .
matplotlib.pyplot.cohere,xscale,Set the scaling of the x-axis
matplotlib.pyplot.cohere,xticklabels,Set the xtick labels with list of strings labels .
matplotlib.pyplot.cohere,xticks,Set the x ticks with list of ticks
matplotlib.pyplot.cohere,y,Plot the coherence between x and y .|||Plot the coherence between x and y . Coherence is the normalized cross spectral density :
matplotlib.pyplot.cohere,ydata,Set the data np.array for y
matplotlib.pyplot.cohere,ylabel,Set the label for the yaxis
matplotlib.pyplot.cohere,ylim,Set the data limits for the yaxis
matplotlib.pyplot.cohere,ymargin,Set padding of Y data limits prior to autoscaling .
matplotlib.pyplot.cohere,yscale,Set the scaling of the y-axis
matplotlib.pyplot.cohere,yticklabels,Set the y tick labels with list of strings labels .
matplotlib.pyplot.cohere,yticks,Set the y ticks with list of ticks
matplotlib.pyplot.cohere,zorder,Set the zorder for the artist .
matplotlib.pyplot.colorbar,ax,None | parent axes object(s ) from which space for a new colorbar axes will be stolen . If a list of axes is given they will all be resized to make room for the colorbar axes .|||None | parent axes object(s ) from which space for a new colorbar axes will be stolen .
matplotlib.pyplot.colorbar,cax,None | axes object into which the colorbar will be drawn
matplotlib.pyplot.colorbar,extend,"If mappable is a ContourSet , its extend kwarg is included automatically .|||If mappable is a ContourSet , its extend"
matplotlib.pyplot.colorbar,mappable,"If mappable is a ContourSet , its extend kwarg is included automatically .|||Create a colorbar for a ScalarMappable instance , mappable .|||If mappable is a ContourSet , its extend|||the Image , ContourSet , etc. to which the colorbar applies ; this argument is mandatory for the colorbar ( ) method but optional for the colorbar ( ) function , which sets the default to the current image ."
matplotlib.pyplot.colorbar,shrink,"Note that the shrink kwarg provides a simple way to keep a vertical colorbar , for example , from being taller than the axes of the mappable to which the colorbar is attached ; but it is a manual method requiring some trial and error . If the colorbar is too tall ( or a horizontal colorbar is too wide ) use a smaller value of shrink .|||Note that the shrink kwarg provides a simple way to keep a vertical colorbar , for example , from being taller than the axes of the mappable to which the colorbar is attached ; but it is a manual method requiring some trial and error ."
matplotlib.pyplot.colorbar,use_gridspec,"False | If cax is None , a new cax is created as an instance of Axes .|||False | If cax is None , a new cax is created as an instance of Axes . If ax is an instance of Subplot and use_gridspec is True , cax is created as an instance of Subplot using the grid_spec module ."
matplotlib.pyplot.connect,func,Connect event with string s to func .|||Connect event with string s to func . The signature of func is :
matplotlib.pyplot.connect,s,Connect event with string s to func .|||Connect event with string s to func . The signature of func is :
matplotlib.pyplot.contour,False,"enable antialiasing , overriding the defaults .|||Enable/disable corner masking , which only has an effect if Z is a masked array .|||Enable/disable corner masking , which only has an effect if Z is a masked array . If False , any quad touching a masked point is masked out . If True , only the triangular corners of quads nearest those points are always masked out , other triangular corners comprising three unmasked points are contoured as usual . If ' legacy ' , the old contouring algorithm is used , which is equivalent to False and is deprecated , only remaining whilst the new algorithm is tested fully . If not specified , the default is taken from rcParams['contour.corner_mask ' ] , which is True unless it has been modified .|||enable antialiasing , overriding the defaults . For filled contours , the default is True . For line contours , it is taken from rcParams['lines.antialiased ' ] ."
matplotlib.pyplot.contour,N,contour up to N automatically-chosen levels .
matplotlib.pyplot.contour,None,"If linewidths is None , the default width in lines.linewidth in matplotlibrc is used .|||If linestyles is None , the default is ' solid ' unless the lines are monochrome . In that case , negative contours will take their linestyle from the matplotlibrc contour.negative_linestyle setting . linestyles can also be an iterable of the above strings specifying a set of linestyles to be used . If this iterable is shorter than the number of contour levels it will be repeated as necessary .|||If not None , either or both of these values will be supplied to the matplotlib.colors.Normalize|||If None , the colormap specified by cmap will be used . If a string , like ' r ' or ' red ' , all levels will be plotted in this color . If a tuple of matplotlib color args ( string , float , rgb , etc ) , different levels will be plotted in different colors in the order specified .|||If locator is None , the default MaxNLocator is used . The locator is used to determine the contour levels if they are not given explicitly via the V argument .|||A matplotlib.colors.Normalize instance for scaling data values to colors . If norm is None and colors is None , the default linear scaling is used .|||If None , the first value of Z will correspond to the lower left corner , location ( 0,0 ) . If ' image ' , the rc value for image.origin will be used . This keyword is not active if X and Y are specified in the call to contour .|||A cm Colormap instance or None . If cmap is None and colors is None , a default Colormap is used .|||If linewidths is None , the default width in lines.linewidth in matplotlibrc is used . If a number , all levels will be plotted with this linewidth . If a tuple , different levels will be plotted with different linewidths in the order specified .|||If None , the first value of Z will correspond to the lower left corner , location ( 0,0 ) .|||A cm Colormap instance or None .|||If None , the colormap specified by cmap will be used .|||A matplotlib.colors.Normalize instance for scaling data values to colors .|||Override axis units by specifying an instance of a matplotlib.units.ConversionInterface .|||If locator is None , the default MaxNLocator is used .|||If not None , either or both of these values will be supplied to the matplotlib.colors.Normalize instance , overriding the default color scaling based on levels .|||If linestyles is None , the default is ' solid ' unless the lines are monochrome ."
matplotlib.pyplot.contour,True,"enable antialiasing , overriding the defaults .|||Enable/disable corner masking , which only has an effect if Z is a masked array .|||Enable/disable corner masking , which only has an effect if Z is a masked array . If False , any quad touching a masked point is masked out . If True , only the triangular corners of quads nearest those points are always masked out , other triangular corners comprising three unmasked points are contoured as usual . If ' legacy ' , the old contouring algorithm is used , which is equivalent to False and is deprecated , only remaining whilst the new algorithm is tested fully . If not specified , the default is taken from rcParams['contour.corner_mask ' ] , which is True unless it has been modified .|||enable antialiasing , overriding the defaults . For filled contours , the default is True . For line contours , it is taken from rcParams['lines.antialiased ' ] ."
matplotlib.pyplot.contour,V,"fill the len(V)-1 regions between the values in V , which must be in increasing order .|||draw contour lines at the values specified in sequence V , which must be in increasing order ."
matplotlib.pyplot.contour,X,"X , Y specify the ( x , y ) coordinates of the surface|||X and Y must both be 2-D with the same shape as Z , or they must both be 1-D such that len(X ) is the number of columns in Z and len(Y ) is the number of rows in Z ."
matplotlib.pyplot.contour,Y,"X , Y specify the ( x , y ) coordinates of the surface|||X and Y must both be 2-D with the same shape as Z , or they must both be 1-D such that len(X ) is the number of columns in Z and len(Y ) is the number of rows in Z ."
