elem_id,name,full_name,type,parent_id,rtype,count,utter,utter_expand
mpl.backend_bases.RendererBase.close_group,close_group,matplotlib.backend_bases.RendererBase.close_group,func,mpl.backend_bases.RendererBase,,0,close a grouping element with label s is only currently used by backend_svg,close a grouping element with label s is only currently used by backend_svg
plt.plot.savefig,savefig,matplotlib.pyplot.plot.savefig,func,plt.plot,,1,,
plt.gca.get_tightbbox@0,0,matplotlib.axes.Axes.get_tightbbox@0,arg,plt.gca.get_tightbbox,,2,,
plt.gca.ravel.ravel.plot@marker,marker,matplotlib.axes.Axes.ravel.ravel.plot@marker,arg,plt.gca.ravel.ravel.plot,,2,,
mpl.collections.EventCollection.set_cmap,set_cmap,matplotlib.collections.EventCollection.set_cmap,func,mpl.collections.EventCollection,,0,set the colormap for luminance data,set the colormap for luminance data
plt.axis.set_axisline_style@0,0,matplotlib.pyplot.axis.set_axisline_style@0,arg,plt.axis.set_axisline_style,,1,,
plt.gca.xaxis.set_ticks_position@0,0,matplotlib.axes.Axes.xaxis.set_ticks_position@0,arg,plt.gca.xaxis.set_ticks_position,,421,,
plt.pcolor.collections,collections,matplotlib.pyplot.pcolor.collections,func,plt.pcolor,,1,,
ax.get_title,get_title,matplotlib.axes.Axes.get_title,func,ax,,0,get an axes title .,get an axes title .
ax.loglog@y,y,matplotlib.axes.Axes.loglog@y,arg,ax.loglog,,0,make a plot with log scaling on both the x and y axis .,make a plot with log scaling on both the x and y axis .
plt.twinx.errorbar@yerr,yerr,matplotlib.pyplot.twinx.errorbar@yerr,arg,plt.twinx.errorbar,,3,,
ax.hexbin@aspect,aspect,matplotlib.axes.Axes.hexbin@aspect,arg,ax.hexbin,,0,aspect,aspect
mpl.mlab.prctile_rank,prctile_rank,matplotlib.mlab.prctile_rank,func,mpl.mlab,,0,"return the rank for each element in x , return the rank 0..len(p ) .","return the rank for each element in x , return the rank 0..len(p ) ."
plt.phase_spectrum@ymargin,ymargin,matplotlib.pyplot.phase_spectrum@ymargin,arg,plt.phase_spectrum,,0,set padding of y data limits prior to autoscaling .,set padding of y data limits prior to autoscaling .
ax.arrow@aspect,aspect,matplotlib.axes.Axes.arrow@aspect,arg,ax.arrow,,0,aspect,aspect
plt.get_current_fig_manager.frame.toolbar.add_button,add_button,matplotlib.pyplot.get_current_fig_manager.frame.toolbar.add_button,func,plt.get_current_fig_manager.frame.toolbar,,1,,
mpl.lines.Line2D.set_markerfacecolor,set_markerfacecolor,matplotlib.lines.Line2D.set_markerfacecolor,func,mpl.lines.Line2D,,0,set the marker face color .,set the marker face color .
plt.figure.ax,ax,matplotlib.pyplot.figure.ax,func,plt.figure,,1,,
mpl.colors.ColorConverter.to_rgba_array@RGBA,RGBA,matplotlib.colors.ColorConverter.to_rgba_array@RGBA,arg,mpl.colors.ColorConverter.to_rgba_array,,0,returns a numpy array of rgba tuples .,returns a numpy array of rgba tuples .
plt.pcolor.get_text.split,split,matplotlib.pyplot.pcolor.get_text.split,func,plt.pcolor.get_text,,2,,
plt.phase_spectrum@dash_capstyle,dash_capstyle,matplotlib.pyplot.phase_spectrum@dash_capstyle,arg,plt.phase_spectrum,,0,set the cap style for dashed linestyles,set the cap style for dashed linestyles
mpl.widgets.Button@ax,ax,matplotlib.widgets.Button@ax,arg,mpl.widgets.Button,,0,the matplotlib.axes.axes instance the button will be placed into .,the matplotlib.axes.axes instance the button will be placed into .
plt.pcolormesh@snap,snap,matplotlib.pyplot.pcolormesh@snap,arg,plt.pcolormesh,,0,sets the snap setting which may be,sets the snap setting which may be
mpl.collections.QuadMesh.set_animated,set_animated,matplotlib.collections.QuadMesh.set_animated,func,mpl.collections.QuadMesh,,0,set the artist 's animation state .,set the artist 's animation state .
plt.figure.get_axes.annotate@0,0,matplotlib.pyplot.figure.get_axes.annotate@0,arg,plt.figure.get_axes.annotate,,1,,
plt.figure.get_axes.annotate@1,1,matplotlib.pyplot.figure.get_axes.annotate@1,arg,plt.figure.get_axes.annotate,,1,,
plt.polar.rstrip.split.inaxes.lines.lstrip.draw,draw,matplotlib.pyplot.polar.rstrip.split.inaxes.lines.lstrip.draw,func,plt.polar.rstrip.split.inaxes.lines.lstrip,,1,,
plt.gca.yaxis.set_ylim@0,0,matplotlib.axes.Axes.yaxis.set_ylim@0,arg,plt.gca.yaxis.set_ylim,,1,,
plt.register_cmap@name,name,matplotlib.pyplot.register_cmap@name,arg,plt.register_cmap,,6,,
plt.quiver@ylabel,ylabel,matplotlib.pyplot.quiver@ylabel,arg,plt.quiver,,0,set the label for the yaxis,set the label for the yaxis
ax.fill_betweenx@x2,x2,matplotlib.axes.Axes.fill_betweenx@x2,arg,ax.fill_betweenx,,0,an n-length array ( or scalar ) of the x data,an n-length array ( or scalar ) of the x data
plt.locator_params.__doc__,__doc__,matplotlib.pyplot.locator_params.__doc__,func,plt.locator_params,,1,,
mpl.figure.Figure.get_facecolor,get_facecolor,matplotlib.figure.Figure.get_facecolor,func,mpl.figure.Figure,,0,get the face color of the figure rectangle,get the face color of the figure rectangle
mpl.collections.PathCollection.set_picker@picker,picker,matplotlib.collections.PathCollection.set_picker@picker,arg,mpl.collections.PathCollection.set_picker,,0,picker can be one of the following :,picker can be one of the following :
mpl.collections.EllipseCollection.set_picker@picker,picker,matplotlib.collections.EllipseCollection.set_picker@picker,arg,mpl.collections.EllipseCollection.set_picker,,0,picker can be one of the following :,picker can be one of the following :
plt.scatter@vmin,vmin,matplotlib.pyplot.scatter@vmin,arg,plt.scatter,,122,,
plt.hlines@4,4,matplotlib.pyplot.hlines@4,arg,plt.hlines,,11,,
plt.Button,Button,matplotlib.pyplot.Button,func,plt,,4,,
mpl.backend_bases.RendererBase.stop_filter,stop_filter,matplotlib.backend_bases.RendererBase.stop_filter,func,mpl.backend_bases.RendererBase,,0,used in aggrenderer .,used in aggrenderer .
mpl.collections.AsteriskPolygonCollection.get_clip_path,get_clip_path,matplotlib.collections.AsteriskPolygonCollection.get_clip_path,func,mpl.collections.AsteriskPolygonCollection,,0,return artist clip path,return artist clip path
plt.matplotlib.rc,rc,matplotlib.pyplot.matplotlib.rc,func,plt.matplotlib,,16,,
plt.gca.transData.inverted.transform.get_visible,get_visible,matplotlib.axes.Axes.transData.inverted.transform.get_visible,func,plt.gca.transData.inverted.transform,,1,,
plt.arrow@fc,fc,matplotlib.pyplot.arrow@fc,arg,plt.arrow,,21,,
plt.gca.annotate@fontsize,fontsize,matplotlib.pyplot.annotate@fontsize,arg,plt.gca.annotate,,1,alias for set_size,alias for set_size
plt.grid.__doc__,__doc__,matplotlib.pyplot.grid.__doc__,func,plt.grid,,29,,
plt.phase_spectrum@prop_cycle,prop_cycle,matplotlib.pyplot.phase_spectrum@prop_cycle,arg,plt.phase_spectrum,,0,set the property cycle for any future plot commands on this axes .,set the property cycle for any future plot commands on this axes .
plt.figure.add_axes.yaxis.set_visible@0,0,matplotlib.pyplot.figure.add_axes.yaxis.set_visible@0,arg,plt.figure.add_axes.yaxis.set_visible,,1,,
plt.fill_between@y2,y2,matplotlib.pyplot.fill_between@y2,arg,plt.fill_between,,55,create a polycollection,create a polycollection
mpl.cm.ScalarMappable.autoscale_None,autoscale_None,matplotlib.cm.ScalarMappable.autoscale_None,func,mpl.cm.ScalarMappable,,0,"autoscale the scalar limits on the norm instance using the current array , changing only","autoscale the scalar limits on the norm instance using the current array , changing only limits that are none"
mpl.font_manager.FontProperties.get_stretch,get_stretch,matplotlib.font_manager.FontProperties.get_stretch,func,mpl.font_manager.FontProperties,,0,return the font stretch or width .,return the font stretch or width .
plt.gca.get_xaxis.majorTicks.set_pad,set_pad,matplotlib.axes.Axes.get_xaxis.majorTicks.set_pad,func,plt.gca.get_xaxis.majorTicks,,1,,
plt.gca.transProjection.inverted.transform.sort@key,key,matplotlib.axes.Axes.transProjection.inverted.transform.sort@key,arg,plt.gca.transProjection.inverted.transform.sort,,1,,
plt.twinx.add_patch@0,0,matplotlib.pyplot.twinx.add_patch@0,arg,plt.twinx.add_patch,,2,,
ax.psd@snap,snap,matplotlib.axes.Axes.psd@snap,arg,ax.psd,,0,sets the snap setting which may be,sets the snap setting which may be
mpl.animation.Animation.save,save,matplotlib.animation.Animation.save,func,mpl.animation.Animation,,0,saves a movie file by drawing every frame .,saves a movie file by drawing every frame .
mpl.text.TextWithDash.update_coords,update_coords,matplotlib.text.TextWithDash.update_coords,func,mpl.text.TextWithDash,,0,"computes the actual x , y coordinates for text based on the input x ,","computes the actual x , y coordinates for text based on the input x , y and the dashlength ."
ax.loglog@xlim,xlim,matplotlib.axes.Axes.loglog@xlim,arg,ax.loglog,,0,set the data limits for the xaxis,set the data limits for the xaxis
mpl.text.Text.set_position@y,y,matplotlib.text.Text.set_position@y,arg,mpl.text.Text.set_position,,0,"set the ( x , y ) position of the text","set the ( x , y ) position of the text"
ax.annotate@ylim,ylim,matplotlib.axes.Axes.annotate@ylim,arg,ax.annotate,,0,set the data limits for the yaxis,set the data limits for the yaxis
plt.gci,gci,matplotlib.pyplot.gci,func,plt,,715,get the current colorable artist .,get the current colorable artist .
ax.boxplot,boxplot,matplotlib.axes.Axes.boxplot,func,ax,,0,make a box and whisker plot .,make a box and whisker plot .
plt.violinplot@positions,positions,matplotlib.pyplot.violinplot@positions,arg,plt.violinplot,,77,,
plt.gca,gca,matplotlib.pyplot.gca,func,plt,matplotlib.axes.Axes,22605,"get the current axes instance on the current figure matching the given keyword args ,","get the current axes instance on the current figure matching the given keyword args , or create one ."
mpl.collections.QuadMesh.set_sketch_params,set_sketch_params,matplotlib.collections.QuadMesh.set_sketch_params,func,mpl.collections.QuadMesh,,0,sets the sketch parameters .,sets the sketch parameters .
plt.rcParams.update,update,matplotlib.pyplot.rcParams.update,func,plt.rcParams,,56,,
mpl.figure.Figure.set_figwidth,set_figwidth,matplotlib.figure.Figure.set_figwidth,func,mpl.figure.Figure,,0,set the width of the figure in inches,set the width of the figure in inches
plt.gca.transData.inverted.transform.xaxis.set_visible@0,0,matplotlib.axes.Axes.transData.inverted.transform.xaxis.set_visible@0,arg,plt.gca.transData.inverted.transform.xaxis.set_visible,,1,,
plt.plot.rstrip.strip.replace.set_ydata@0,0,matplotlib.pyplot.plot.rstrip.strip.replace.set_ydata@0,arg,plt.plot.rstrip.strip.replace.set_ydata,,1,,
ax.set_zorder,set_zorder,matplotlib.axes.Axes.set_zorder,func,ax,,0,set the zorder for the artist .,set the zorder for the artist .
plt.get_current_fig_manager.show,show,matplotlib.pyplot.get_current_fig_manager.show,func,plt.get_current_fig_manager,,2,,
plt.twinx.fill_between@1,1,matplotlib.pyplot.twinx.fill_between@1,arg,plt.twinx.fill_between,,46,,
plt.twinx.fill_between@2,2,matplotlib.pyplot.twinx.fill_between@2,arg,plt.twinx.fill_between,,37,,
mpl.collections.BrokenBarHCollection.set_sketch_params,set_sketch_params,matplotlib.collections.BrokenBarHCollection.set_sketch_params,func,mpl.collections.BrokenBarHCollection,,0,sets the sketch parameters .,sets the sketch parameters .
mpl.collections.QuadMesh.set_linewidth@lw,lw,matplotlib.collections.QuadMesh.set_linewidth@lw,arg,mpl.collections.QuadMesh.set_linewidth,,0,set the linewidth(s ) for the collection .,set the linewidth(s ) for the collection .
plt.figsize@1,1,matplotlib.pyplot.figsize@1,arg,plt.figsize,,1,,
plt.gca.plot_surface@2,2,matplotlib.axes.Axes.plot_surface@2,arg,plt.gca.plot_surface,,574,,
plt.twinx.legend.get_frame.set_alpha,set_alpha,matplotlib.pyplot.twinx.legend.get_frame.set_alpha,func,plt.twinx.legend.get_frame,,3,,
plt.gca.plot_surface@0,0,matplotlib.axes.Axes.plot_surface@0,arg,plt.gca.plot_surface,,583,,
plt.gca.plot_surface@1,1,matplotlib.axes.Axes.plot_surface@1,arg,plt.gca.plot_surface,,582,,
mpl.collections.StarPolygonCollection.convert_yunits,convert_yunits,matplotlib.collections.StarPolygonCollection.convert_yunits,func,mpl.collections.StarPolygonCollection,,0,"for artists in an axes , if the yaxis has units support , convert y","for artists in an axes , if the yaxis has units support , convert y using yaxis unit type"
mpl.cbook.iterable,iterable,matplotlib.cbook.iterable,func,mpl.cbook,,0,return true if obj is iterable,return true if obj is iterable
plt.imshow.set_data@1,1,matplotlib.pyplot.imshow.set_data@1,arg,plt.imshow.set_data,,13,,
plt.imshow.set_data@0,0,matplotlib.pyplot.imshow.set_data@0,arg,plt.imshow.set_data,,71,,
mpl.collections.StarPolygonCollection.check_update,check_update,matplotlib.collections.StarPolygonCollection.check_update,func,mpl.collections.StarPolygonCollection,,0,"if mappable has changed since the last check , return true ; else return false","if mappable has changed since the last check , return true ; else return false"
ax.broken_barh@color_cycle,color_cycle,matplotlib.axes.Axes.broken_barh@color_cycle,arg,ax.broken_barh,,0,set the color cycle for any future plot commands on this axes .,set the color cycle for any future plot commands on this axes .
mpl.mlab.detrend,detrend,matplotlib.mlab.detrend,func,mpl.mlab,,0,return x with its trend removed .,return x with its trend removed .
ax.hexbin@ylabel,ylabel,matplotlib.axes.Axes.hexbin@ylabel,arg,ax.hexbin,,0,set the label for the yaxis,set the label for the yaxis
plt.axis.flat.set_title@0,0,matplotlib.pyplot.axis.flat.set_title@0,arg,plt.axis.flat.set_title,,2,,
plt.gca@label,label,matplotlib.pyplot.gca@label,arg,plt.gca,,0,set the label to s for auto legend .,set the label to s for auto legend .
plt.axes.locator_params@nbins,nbins,matplotlib.pyplot.axes.locator_params@nbins,arg,plt.axes.locator_params,,2,,
ax.set_yticklabels@agg_filter,agg_filter,matplotlib.axes.Axes.set_yticklabels@agg_filter,arg,ax.set_yticklabels,,0,set agg_filter fuction .,set agg_filter fuction .
ax.update_datalim_bounds,update_datalim_bounds,matplotlib.axes.Axes.update_datalim_bounds,func,ax,,0,update the datalim to include the given bbox bounds,update the datalim to include the given bbox bounds
plt.gca.xaxis.grid@ls,ls,matplotlib.axes.Axes.xaxis.grid@ls,arg,plt.gca.xaxis.grid,,1,,
plt.csd@ylim,ylim,matplotlib.pyplot.csd@ylim,arg,plt.csd,,0,set the data limits for the yaxis,set the data limits for the yaxis
ax.semilogy@linewidth,linewidth,matplotlib.axes.Axes.semilogy@linewidth,arg,ax.semilogy,,0,set the line width in points,set the line width in points
plt.gca.get_xgridlines.append@0,0,matplotlib.axes.Axes.get_xgridlines.append@0,arg,plt.gca.get_xgridlines.append,,2,,
plt.gca.rake,rake,matplotlib.axes.Axes.rake,func,plt.gca,,8,,
plt.gca.xaxis.get_ticklines.append,append,matplotlib.axes.Axes.xaxis.get_ticklines.append,func,plt.gca.xaxis.get_ticklines,,35,,
plt.twinx.bar,bar,matplotlib.pyplot.twinx.bar,func,plt.twinx,,21,,
mpl.cm.register_cmap@cmap,cmap,matplotlib.cm.register_cmap@cmap,arg,mpl.cm.register_cmap,,0,"in the first case , cmap must be a matplotlib.colors.colormap instance . the name is","in the first case , cmap must be a matplotlib.colors.colormap instance . the name is optional ; if absent , the name will be the name attribute of the cmap ."
